1;100000000;20.659655;1144.669188
2;100000000;20.306977;1144.669188
3;100000000;20.692077;1144.669188
4;100000000;20.817789;1144.669188
5;100000000;20.857809;1144.669188
6;100000000;21.037537;1144.669188
7;100000000;10.314348;1144.669188
8;100000000;10.056250;1144.669188
9;100000000;10.077622;1144.669188
10;100000000;10.397812;1144.669188
11;100000000;10.301293;1144.669188
12;100000000;9.772465;1144.669188
13;100000000;6.868977;1144.669188
14;100000000;6.867528;1144.669188
15;100000000;6.878518;1144.669188
16;100000000;6.913518;1144.669188
17;100000000;6.806262;1144.669188
18;100000000;5.659591;1144.669188
19;100000000;5.174389;1144.669188
20;100000000;5.165904;1144.669188
21;100000000;5.049705;1144.669188
22;100000000;5.142239;1144.669188
23;100000000;4.698174;1144.669188
24;100000000;4.705418;1144.669188
25;100000000;3.864207;1144.669188
26;100000000;4.152228;1144.669188
27;100000000;4.166756;1144.669188
28;100000000;4.166222;1144.669188
29;100000000;4.149229;1144.669188
30;100000000;4.143320;1144.669188
31;100000000;3.447534;1144.669188
32;100000000;3.374322;1144.669188
